Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity
"@LiberalGr @thmavridis 0 άσυλο μονο απόρριψη μορατόριουμ νόμιμης μετανάστευση 0 έννοια για ""ασυνόδευτα"" κλειστά κεντρα μονο σε ξερονησια νομοθεσία για απαγόρευση αμνηστία και πολιτογραφηση νεογνών και απογονων οσες γενιες να ναι μόνιμο push back κοψιμο σε καθε επίδομα και σαλτα χεσου ρε πουλημενε.","['άσυλο', 'μονος', 'απόρριψη', 'μορατόριουμ', 'νόμιμης', 'μετανάστευση', 'έννοια', 'ασυνόδευτα', 'κλειστά', 'κεντρας', 'μονος', 'ξερονησιος', 'νομοθεσία', 'απαγόρευση', 'αμνηστία', 'πολιτογραφηση', 'νεογνή', 'απογονος', 'οσες', 'γενια', 'ναι', 'μόνιμος', 'κοψιμο', 'καθε', 'επίδομα', 'σαλα', 'χεσο', 'πουλημενε']",-1,-2
@John_Fletcher70 @thetis2001 ΚΤΗΣΗ ΕΛΛΗΝΙΚΗΣ ΙΘΑΓΕΝΕΙΑΣ΄΄Με πολιτογράφηση Αλλογενών Αλλοδαπών:Αναγνωρισμένων πολιτικών προσφύγων ή υπαχθέντων σε καθεστώς επικουρικής προστασίας ή προστασίας για ανθρωπιστικούς λόγους' ΑΠΟ ΤΟ ΥΠ.ΕΣ. ΤΟ ΑΠΟΣΜΑΣΜΑ. ΤΗ ΜΕΤΑΦΡΑΣΗ ΤΩΝ ΕΛΛΗΝΙΚΩΝ ΣΤΗΝ ΑΦΗΝΩ..,"['κτηση', 'ελληνικη', 'ιθαγενειασ΄΄με', 'πολιτογράφηση', 'Αλλογενών', 'αλλοδαπώναναγνωρισμένος', 'πολιτικός', 'προσφύγα', 'υπαχθέντος', 'καθεστώς', 'επικουρικός', 'προστασία', 'προστασία', 'ανθρωπιστικούς', 'λόγου', 'απο', 'υπες', 'αποσμασμα', 'μεταφραση', 'ελληνικο', 'αφηνω', 'thousand', 'one']",1,2
Εδώ οι άλλοι είχαν τα παιδιά τους ανεμβολίαστα και ρωτούσαν αν μπορούν να κολλήσουν τίποτα από τα προσφυγόπουλα ΠΟΥ ΗΤΑΝ ΕΜΒΟΛΙΑΣΜΕΝΑ κι εδώ καθόμαστε και συζητάμε και αναλύουμε.,"['έχω', 'παιδί', 'ανεμβολίαστα', 'ρωτώ', 'μπορώ', 'κολλήσουν', 'από', 'προσφυγόπουλος', 'ηταν', 'εμβολιασμενα', 'καθόμαστε', 'συζητάμε', 'αναλύω']",0,0
No hope είναι η φάση.,"['είναι', 'φάση']",0,0
Απολύτως αναμενόμενες οι επιθέσεις στην Αγαπηδακη. Η μεριμνα για τα ασυνόδευτα προσφυγόπουλα είναι η ενοχλητική υπενθύμιση πως η ευαισθησία της Αριστεράς είναι μόνο λεκτική.,"['απολύτως', 'αναμενόμενες', 'επιθέσει', 'αγαπηδακη', 'μεριμνα', 'ασυνόδευτα', 'προσφυγόπουλα', 'ενοχλητικός', 'υπενθύμιση', 'ευαισθησία', 'αριστερά', 'μόνο', 'λεκτικός']",0,0
"Σοκ: Λαθρομετανάστης προσπάθησε να βιάσει ΞΑΝΑ γυναίκα στην Κατερίνη,","['σοκ', 'λαθρομετανάστης', 'προσπάθησε', 'βιάσω', 'ξανος', 'γυναίκα', 'Κατερίνη']",-1,-1
Κοινό μέτωπο 5 Δημάρχων στα νησιά ενάντια στο κυβερνητικό σχέδιο για το μεταναστευικό - προσφυγικό,"['κοινό', 'μέτωπο', 'δημάρχος', 'νησί', 'ενάντια', 'κυβερνητικό', 'σχέδιο', 'μεταναστευικό', 'προσφυγικό']",0,0
Και πού να τους ρωτούσατε και για το... μεταναστευτικό!🤓,"['πού', 'τους', 'ρωτώ', 'για', 'μεταναστευτικόnerd']",0,0
Δηλαδή ο Κολάμπιας διόρισε υπεύθυνους για τα ασυνόδευτα προσφυγόπουλα μια αντι-Σύριζα περσόνα των σόσιαλ και έναν σκατόψυχο με ιστορικό μηνύσεων που ζητάει απολύσεις δημοσιογράφων; Εσείς θα τους εμπιστευόσασταν να κρατήσουν το παιδί σας; #ΝΔ_θελατε #κυβέρνηση_Μητσοτάκη,"['Κολάμπιας', 'διόρομαι', 'υπεύθυνους', 'ασυνόδευτο', 'προσφυγόπουλα', 'αντισύριζα', 'περσόνα', 'σόσιαλ', 'έναν', 'σκατόψυχο', 'ιστορικό', 'μηνύσεο', 'ζητάει', 'απολύσει', 'δημοσιογράφα', 'εμπιστευάμαι', 'κρατήσω', 'παιδί', 'νδθελατε', 'κυβέρνησημητσοτάκη']",0,0
"Και το γελοίο της υπόθεσης είναι ότι αυτή η γυναίκα αν θα πάει σε μία ΧΡΙΣΤΙΑΝΙΚΉ χώρα σαν μετανάστρια ή ""πρόσφυγας"", θα θέλει να γίνει ΜΟΥΣΟΥΛΜΑΝΙΚΉ με τα δικά τους έθιμα!!!","['γελοίο', 'υπόθεση', 'ότι', 'γυναίκα', 'πηγαίνω', 'μία', 'χριστιανικός', 'χώρα', 'μετανάστριος', 'πρόσφυγας', 'θέλω', 'γίνω', 'μουσουλμανική', 'τους', 'έθιμο']",1,1
Και η απόδειξη είναι αυτό που ζούμε όλοι μας καθημερινά με τις λαθρομεταναστριες!,"['απόδειξη', 'αυτό', 'ζούμε', 'μας', 'καθημερινά', 'τις', 'λαθρομεταναστριε']",0,0
Φαντάζεστε να βγει ο Κούλης να δηλώσει ότι το μεταναστευτικό είναι το ατού του;,"['φαντάζομαι', 'βγω', 'κούλης', 'δηλώσω', 'μεταναστευτικό', 'ατού']",1,2
Θα πεθάνουν από τα γέλια οι ροφοί στο Αιγαίο.,"['πεθάνω', 'γέλιος', 'ροφός', 'Αιγαίο']",0,0
Συντηρητική στροφή με αιχμή το προσφυγικό,"['συντηρητικός', 'στροφή', 'αιχμός', 'προσφυγικό']",0,0
"Καθόλου δεν με εκπλήσσει η τόση ισλαμολαγνεια σε αυτή τη χώρα. 400 χρόνια Οθωμανικής Κατοχής ήταν αυτά, όλο και κάποιο ""κουσούρι"" θα άφησαν. #προσφυγικό","['δεν', 'εκπλήσσω', 'τόση', 'ισλαμολαγνειο', 'αυτή', 'χώρα', 'χρόνια', 'οθωμανικός', 'κατοχή', 'αυτά', 'και', 'κουσούρι', 'άφησαν', 'προσφυγικό', 'hundred']",0,0
Κ. Αγοραστός: Σε διπλή ομηρία η Ελλάδα για το μεταναστευτικό,"['αγοραστός', 'διπλή', 'ομηρία', 'Ελλάδα', 'μεταναστευτικό']",0,0
Αν είναι ανήλικα προσφυγόπουλα θα τους επιτεθώ.,"['είναι', 'ανήλικας', 'προσφυγόπουλα', 'τους', 'επιτεθώ']",0,0
Αν είναι άνθρωποι που χάνουν τη δουλειά τους με Μητσοτάκη θα τους κοροϊδέψω.,"['είναι', 'άνθρωποι', 'χάνω', 'δουλειά', 'μητσοτάκη', 'τους', 'κοροϊδέψω']",0,0
Αν είναι Αλβανοί και πεθαίνουν από σεισμό θα γελάσω.,"['είναι', 'Αλβανοί', 'πεθαίνω', 'σεισμό', 'γελάσω']",0,0
Μόνο για τα θύματα στο Μάτι μη μου πεις γιατί κυβερνούσε ο Συριζα και είμαι ευαίσθητος και θα κλάψω.,"['για', 'θύμαα', 'μάτι', 'μου', 'πει', 'κυβερνώ', 'Συριζα', 'είμαι', 'ευαίσθητος', 'κλάψω']",0,0
Αν συνεχίσει η ΝΔ την ίδια πολιτική στο #μεταναστευτικό θα έχουμε την πιο γραφική βουλή στην Ευρώπη κ όχι μόνο..Πόσοι είναι έτοιμοι να ψηφιστούν κ να μπουν..,"['συνεχίσω', 'ίδιος', 'πολιτική', 'μεταναστευτικό', 'έχω', 'πιο', 'γραφικός', 'βουλή', 'Ευρώπη', 'μόνοπόσοι', 'έτοιμοι', 'ψηφιστώ', 'μπω']",1,1
Προσφυγικό: «Όχι» από 5 δημάρχους του Ανατολικού Αιγαίου στο κυβερνητικό σχέδιο  #Ελλάδα #Προσφυγικό #κυβέρνηση #δήμαρχοι,"['προσφυγικό', 'από', 'δημάρχου', 'ανατολικός', 'Αιγαίου', 'κυβερνητικό', 'σχέδιο', 'Ελλάδα', 'προσφυγικό', 'κυβέρνηση', 'δήμαρχοι']",0,0
Αλέξης Χαρίτσης: «Δεν μπορεί η κυβέρνηση να συγχέει το προσφυγικό με ζητήματα υπεράσπισης των εθνικών μας συμφερόντων»,"['αλέξη', 'χαρίτση', 'μπορώ', 'κυβέρνηση', 'συγχέω', 'προσφυγικό', 'ζήτημα', 'υπεράσπιση', 'εθνικός', 'συμφερόντα']",-1,-1
"Thread by @_Wiesenthal_S_: ""Έκρηξη των αντιφάσεων της «σκληρής» γραμμής για το προσφυγικό και χάος στη δεξιά πολυκατοικία, ενώ ο ρατσισμός σαακολουθεί να κυριαρχεί. Αυτός θα μπορούσε να είναι ο περιεκτικός τίτλος της προχθεσινής συνεδρίασης του Δημοτ […]""","['έκρηξη', 'αντιφάσεα', 'σκληρός', 'γραμμή', 'προσφυγικό', 'χάος', 'δεξιά', 'πολυκατοικίος', 'ρατσισμός', 'σαακολουθώ', 'κυριαρχεί', 'μπορώ', 'είναι', 'περιεκτικός', 'τίτλος', 'προχθεσινός', 'συνεδρίαση', 'δημοτ']",-1,-2
"Έκρηξη των αντιφάσεων της «σκληρής» γραμμής για το προσφυγικό και χάος στη δεξιά πολυκατοικία, ενώ ο ρατσισμός σαν γενική γραμμή εξακολουθεί να κυριαρχεί. Αυτός θα μπορούσε να είναι ο περιεκτικός τίτλος της προχθεσινής συνεδρίασης του Δημοτικού Συμβουλίου Μυτιλήνης.","['έκρηξη', 'αντιφάσεα', 'σκληρός', 'γραμμή', 'προσφυγικό', 'χάος', 'δεξιά', 'πολυκατοικίος', 'ρατσισμός', 'γενικός', 'γραμμή', 'εξακολουθώ', 'κυριαρχεί', 'μπορώ', 'είναι', 'περιεκτικός', 'τίτλος', 'προχθεσινός', 'συνεδρίαση', 'δημοτικός', 'συμβουλίο', 'Μυτιλήνης']",-1,-2
"Ασχολείται κανείς στην κυβέρνηση με οτιδήποτε άλλο πλην της αλληλεγγύης προς τα "" ασυνόδευτα προσφυγόπουλα "" ; Μας οδηγείτε στα άκρα κι αυτό δεν είναι καλό για κανέναν.","['ασχολείται', 'στην', 'κυβέρνηση', 'οτιδήποτε', 'πλην', 'αλληλεγγύη', 'ασυνόδευτα', 'προσφυγόπουλα', 'οδηγείτε', 'άκρα', 'δεν', 'καλό', 'κανέναν']",1,1
Ο Σμήναρχος έκανε αυτό που έπρεπε να κάνει για το μεταναστευτικό η ηγεσία των ΕΝόπλων Δυνάμεων,"['σμήναρχος', 'αυτό', 'έπρεπε', 'κάνω', 'μεταναστευτικό', 'ηγεσία', 'ενόπλος', 'δυνάμεα']",0,0
Παραιτήθηκε ο διοικητής της 114 ΠΜ στη Τανάγρα: Οι λόγοι της παραίτησης,"['παραιτήθηκε', 'διοικητής', 'τανάγρα', 'λόγοι', 'παραίτηση', 'hundred', 'fourteen']",-1,-2
Ένας εξαίρετος αξιωματικός με πολλές ώρες πτήσεις και υψηλό εθνικό φρόνημα,"['εξαίρετο', 'αξιωματικός', 'πολλός', 'ώρες', 'πτήσει', 'υψηλό', 'εθνικό', 'φρόνημα']",0,0
Από την ημέρα που βγήκε κυβέρνηση η ΝΔ η Τουρκία αλωνίζει και στο προσφυγικό και στα διεθνή. Η Ελλάδα με την κυβέρνηση της ΝΔ δεν υπάρχει πουθενά στο εξωτερικό. Μετά τη συμφωνία Λιβύης Τουρκίας ένας θεός ξέρει τι άλλο μας περιμένει.,"['την', 'ημέρα', 'βγαίνω', 'κυβέρνηση', 'Τουρκία', 'αλωνίζω', 'στο', 'προσφυγικό', 'στα', 'διεθνός', 'Ελλάδα', 'την', 'κυβέρνηση', 'υπάρχω', 'στο', 'εξωτερικό', 'συμφωνία', 'Λιβύης', 'Τουρκίας', 'θεός', 'ξέρω', 'άλλο', 'περιμένω']",1,1
Κοινό «όχι» δημάρχων στα μέτρα για το προσφυγικό,"['κοινό', 'δημάρχος', 'μέτρο', 'προσφυγικό']",0,0
"Γνώρισε κι εσύ το σασπένς της απειλής από αρρώστιες που είχαμε να δούμε χρόνια, στείλε το παιδί σου σε σχολείο χωρίς προσφυγόπουλα κι απόλαυσε την εμπειρία του ελληνορθόδοξου αντιεμβολιασμού χωρίς εκπτώσεις και ημίμετρα","['γνώρομαι', 'σασπένς', 'απειλός', 'αρρώστιε', 'έχω', 'δούμε', 'χρόνια', 'στείλε', 'παιδί', 'σχολείο', 'προσφυγόπουλα', 'απόλαυσε', 'εμπειρία', 'ελληνορθόδοξος', 'αντιεμβολιασμός', 'εκπτώσεις', 'ημίμετρο']",0,0
Για «δραματικές συνέπειες» από το προσφυγικό προειδοποιεί ο ύπατος αρμοστής,"['δραματικός', 'συνέπεια', 'προσφυγικό', 'προειδοποιώ', 'ύπατος', 'αρμοστής']",0,0
Για «δραματικές συνέπειες» από το προσφυγικό προειδοποιεί ο ύπατος αρμοστής.,"['δραματικός', 'συνέπεια', 'προσφυγικό', 'προειδοποιώ', 'ύπατος', 'αρμοστής']",0,0
