Gr_Content,Gr_Sentiment
Αφού είχα κουράσει με έναν συγγενή μου για την πολιτική,οργή
Ο θάνατος της γιαγιάς μου,θλίψη
Όταν παρατήρησα ότι ένας καλός άνθρωπος εκμεταλλεύτηκε οικονομικά,αηδία
Πέρασα μια εξέταση την οποία δεν ήμουν σίγουρος για να περάσω και χαίρομαι για το αποτέλεσμα γιατί η δυνατότητα συνέχισης των σπουδών εξαρτάται από αυτό,χαρά
Στην κυκλοφορία με ένα αυτοκίνητο σχεδόν συντρίφθηκα ανάμεσα σε ένα λεωφορείο και ένα τραμ Η προσοχή άλλων οδηγών με έσωσε την τελευταία στιγμή,φόβος
Ήμουν απογοητευμένος και θυμωμένος από την κακή ποιότητα ενός προγράμματος documentay στην τηλεόραση Κατά τη γνώμη μου το θέμα ήταν σημαντικό και το πρόγραμμα θα έπρεπε να είχε γίνει με σοβαρότητα και εκτίμηση,οργή
Ο πατέρας μου είχε καρδιακή προσβολή όταν δεν ήμουν στο σπίτι έμεναν ακόμα μαζί τους Ανάρπασε σχετικά καλά αν και έπρεπε να συνταξιοδοτηθεί που υπονοούσε ανακούφιση από το άγχος μιας μικρής κλίμακας επιχείρησης,θλίψη
"Στις γιαγιάδες μου απεχθή και εγωιστική συμπεριφορά προς την παλαιότερη αδελφή μου, αν και η συμπεριφορά της οφειλόταν σε γελοιοποίηση και έλλειψη κατανόησης",αηδία
Στον βράχο δίπλα στη θάλασσα η σιωπή και η ξαφνική φωνή ενός πουλιού κύκνοι του κόλπου,χαρά
Μια σκοτεινή νύχτα όταν έπρεπε να πάω στο υπαίθριο τουαλέτα,φόβος
Όταν συνειδητοποίησα ότι ήμουν πολύ πίσω από τους άλλους στην πορεία της γλώσσας και δεν μπορούσα πλέον να προλάβω τις άλλες,οργή
Η μακροχρόνια ασθένεια της γιαγιάς μου και οι αλλαγές στις οικογενειακές σχέσεις που προκλήθηκαν από αυτήν,θλίψη
Οι ψιλοκομμένες και χυτευμένες πατάτες στο ψυγείο πρέπει να καθαριστούν αργότερα,αηδία
"Όταν έφτασα σπίτι από τη δουλειά μου, βρήκα μια επιστολή από το πανεπιστήμιο λέγοντάς μου ότι είχα γίνει δεκτός να αρχίσω τις σπουδές μου",χαρά
"Ενώ παρακολουθούσα τηλεόραση μια ταινία πολέμου, αισθάνθηκα έντονος φόβος απειλής για θάνατο και φόβος να χάσω ανθρώπους κοντά μου",φόβος
"Ήμουν θυμωμένος με έναν φίλο μου, ο οποίος συμπεριφέρθηκε με τρόπο επηρεασμένο",οργή
Έκανα μια μακρόχρονη κλήση προς τους ανθρώπους μάλλον κοντά μου και σκέφτηκα για το θλιβερό περιστατικό που είχε συμβεί σε αυτά στο κοντινό παρελθόν ήξερα ότι σκέφτονταν γι &#39;αυτό και όταν έκανα την κλήση,θλίψη
Οι γονείς μου κληρονόμησαν ένα διαμέρισμα και αυτό τους έκανε να συμπεριφέρονται με ιδιόμορφο τρόπο,αηδία
Συνάντησα απροσδόκητα ένα κορίτσι με το οποίο πάντα πήρα καλά και δεν την είχα δει για αρκετούς μήνες,χαρά
Όταν ο πατέρας μου ήταν πολύ μεθυσμένος και οργισμένος στο σπίτι,φόβος
Όταν δεν βρήκα το ράφι που χρησιμοποιείται για να χτυπήσει χαλιά στην αυλή,οργή
Όταν κάποιος από τη γάτα μου πέθανε από μια ασθένεια,θλίψη
"Αισθάνθηκα αηδιασμένοι στο περιβάλλον, ενώ επέστρεψα στο φοιτητικό μου κατάλυμα, δεν έβλεπα τίποτα στο προάστιο που είχε προγραμματιστεί λαμβάνοντας υπόψη την άνεση των ανθρώπων",αηδία
"Στη Σουηδία, ένας φίλος και εγώ ζούσαμε σε ένα διαμέρισμα που ανήκε σε έναν Φινλανδό Μια μέρα αυτός ο άνθρωπος επέστρεψε στο διαμέρισμα βαριά μεθυσμένος χασίς και αλκοόλ Ήταν πολύ ζαλισμένος και έσπασε και δεν μπορούσα να προβλέψω τις αντιδράσεις του Ωστόσο δεν συνέβη τίποτα",φόβος
Είχα ένα ραντεβού στο κέντρο της πόλης και το εν λόγω άτομο καθυστέρησε μισή ώρα,οργή
Ο θάνατος της γιαγιάς μου,θλίψη
Στον στρατό ήμουν στο νοσοκομείο για δύο εβδομάδες και μόλις επέστρεψα στην εταιρεία ένας λοχίας μου διέταξε να φέρω ένα φορτίο στο ρυμουλκούμενο του τρακτέρ,αηδία
Πήρα ένα αρκετά μεγάλο ποσό από τους φόρους μου πίσω,χαρά
Τρέζω στο δάσος στην κεντρική περιοχή του πάρκου όταν είδα έναν άνδρα να κρύβεται πίσω από ένα δέντρο που πήρα φρεσκαρισμένο γύρισε και έφυγε από το δάσος,φόβος
"Έρχομαι στο σπίτι με ένα ταξί με έναν συνάδελφό μου Ο ίδιος επικρίθηκε την προηγούμενη συμπεριφορά μου απέναντί του, η οποία κατά τη γνώμη μου ήταν αβάσιμη Όταν έφτασα στο σπίτι έτρεξα έξω από το ταξί και χτύπησα την πόρτα",οργή
"Είχα αποχαιρετιστήριο πάρτι στον τόπο όπου εργαζόμουν για ένα χρόνο εκείνο το βράδυ δεν μπορούσα να πέσω για ύπνο, ήμουν λυπημένος να σκέφτομαι ότι δεν θα έβλεπα και πάλι τους συμπαθείς συνάδελφους μου",θλίψη
"Ταξίδευα σε ένα τοπικό τρένο, όταν ένα μεθυστικό μεθυστικό μπήκε τρομερά στο ίδιο αμάξι και άρχισε να τρώει ψάρια που ήταν βρώμικα",αηδία
Μια ηλιόλουστη ημέρα Φθινόπωρο μετά από μια μακρά βροχερή περίοδο,χαρά
